序号,股票代码,股票简称,每股收益,营业收入-营业收入,营业收入-去年同期,营业收入-同比增长,营业收入-季度环比增长,净利润-净利润,净利润-去年同期,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,所处行业,公告日期
29,301683,慧谷新材,,,816905428.73,,,,145786633.06,,,25.09,,化学制品,2026-07-23
30,002032,苏泊尔,,,22427337986.38,,,,2244444529.35,,,7.84,,小家电,2026-07-23
31,600644,乐山电力,,,3195590386.55,,,,22571917.34,,,3.58,,电力,2026-07-22
32,600101,明星电力,,,2842326535.85,,,,209316391.95,,,5.63,,电力,2026-07-22
33,000550,江铃汽车,,,38374160748.0,,,,1537139024.0,,,13.69,,商用车,2026-07-22
34,605020,永和股份,,,4605643494.08,,,,251336834.23,,,11.26,,化学制品,2026-07-21
35,603980,吉华集团,,,1638374034.96,,,,170316109.91,,,5.8,,化学制品,2026-07-21
36,603099,长白山,,,743324928.33,,,,144252973.71,,,5.49,,旅游及景区,2026-07-21
37,601963,重庆银行,,,13679303000.0,,,,5117290000.0,,,16.11,,银行Ⅱ,2026-07-21
38,601077,渝农商行,,,28261463000.0,,,,11512747000.0,,,11.55,,银行Ⅱ,2026-07-21
39,600323,瀚蓝环境,,,11886247107.45,,,,1663901901.49,,,17.92,,环境治理,2026-07-21
40,002008,大族激光,,,14771215354.04,,,,1693900253.05,,,16.79,,自动化设备,2026-07-21
41,000970,中科三环,,,6750882893.28,,,,12007779.57,,,5.41,,金属新材料,2026-07-21
42,300747,锐科激光,,,3197308200.0,,,,134272900.0,,,6.08,,自动化设备,2026-07-20
43,600131,国网信通,,,10420104930.78,,,,816256462.71,,,5.41,,IT服务Ⅱ,2026-07-18
44,603100,川仪股份,,,7591750500.0,,,,778051500.0,,,9.13,,通用设备,2026-07-17
45,601952,苏垦农发,,,10917381340.32,,,,730052456.74,,,5.1,,种植业,2026-07-17
46,600853,龙建股份,,,18290433200.0,,,,412960400.0,,,4.0,,基础建设,2026-07-17
47,600710,苏美达,,,117174408384.34,,,,1148353191.28,,,6.63,,贸易Ⅱ,2026-07-16
48,600299,安迪苏,,,15534274997.0,,,,1204325915.0,,,6.45,,化学制品,2026-07-16
49,300112,万讯自控,,,1030926400.0,,,,-66618300.0,,,3.42,,通用设备,2026-07-16
50,688778,厦钨新能,,,13550836232.94,,,,532255594.76,,,18.21,,电池,2026-07-15
51,601888,中国中免,,,56473848287.07,,,,4267111672.66,,,26.8115,,旅游零售Ⅱ,2026-07-15
52,600729,重百集团,,,17138851234.18,,,,1314640206.21,,,17.82,,一般零售,2026-07-15
53,600535,天士力,,,8498141900.0,,,,955586200.0,,,8.3,,中药Ⅱ,2026-07-15
54,002911,佛燃能源,,,31589455634.79,,,,853259112.62,,,7.18,,燃气Ⅱ,2026-07-15
55,002051,中工国际,,,12208020584.15,,,,361306146.95,,,9.23,,专业工程,2026-07-15
56,000999,华润三九,,,27616611800.0,,,,3367889000.0,,,13.32,,中药Ⅱ,2026-07-15
57,000563,陕国投A,,,2927639556.38,,,,1361053904.36,,,3.7,,多元金融,2026-07-15
58,002057,中钢天源,,,2710400871.85,,,,172259174.87,,,4.24,,专业服务,2026-07-14
59,001395,亚联机械,,,864841087.37,,,,154652488.37,,,13.74,,专用设备,2026-07-13
60,601139,深圳燃气,,,28348120438.95,,,,1457074272.21,,,5.73,,燃气Ⅱ,2026-07-11
61,002028,思源电气,,,15458068522.4,,,,2049069550.48,,,19.81,,电网设备,2026-07-11
62,600882,妙可蓝多,,,4843753794.7,,,,113620696.95,,,9.09,,饮料乳品,2026-07-08
63,688478,晶升股份,-0.28,115525100.0,424966300.0,-72.81546795593,-38.591466195803,-38330500.0,53747100.0,-171.316405908412,-610.1979234305,10.9,-2.49,半导体,2026-04-30
64,688439,振华风光,0.8502,771623000.0,1063107400.0,-27.418151731424,-69.853278777985,170040800.0,322537700.0,-47.28033343079,126.1542433309,25.15,3.43,军工电子Ⅱ,2026-04-30
65,688159,有方科技,0.3,2405293805.69,3069150858.65,-21.629990949745,-54.20545225533,27341325.51,100246267.87,-72.725841978021,-382.3772584856,9.66,3.12,通信设备,2026-04-30
66,688133,泰坦科技,-0.19,2521409671.16,2883520638.14,-12.557946081273,7.080775226981,-30919780.43,12892914.72,-339.81994065342,-3100.6462645053,16.74,-1.12,化学制品,2026-04-30
67,688066,*ST航图,-7.12,447813060.44,1575271317.38,-71.572321828039,-59.961200760606,-1860187303.85,-1392889049.16,-33.54884977894,-1155.7676188955,-3.97,,IT服务Ⅱ,2026-04-30
68,688695,中创股份,-0.33,148554400.0,194253700.0,-23.525575059832,87.42335739891,-27668600.0,38716800.0,-171.464067278287,29.5766492444,9.07,-3.5,软件开发,2026-04-28
69,688669,聚石化学,-1.28,3930819157.74,4080206398.29,-3.661266758775,-1.932726364008,-154880365.96,-236146837.06,34.413533592809,-5650.4427410904,9.45,-12.62,塑料,2026-04-28
70,688592,司南导航,0.2,530407100.0,412861400.0,28.47098324038,322.864234155642,15752800.0,-33051900.0,147.660800135544,292.1081194347,11.88,1.66,通信设备,2026-04-28
71,688196,卓越新能,1.28,2876010200.0,3563325200.0,-19.288584718566,-48.254973072706,154553500.0,149018800.0,3.714095134305,-125.6399021923,26.3,5.36,化学制品,2026-04-28
72,688010,福光股份,0.08,676156200.0,621389800.0,8.813533791511,10.830541134619,12646600.0,9489300.0,33.272211859674,427.286400989,10.91,0.74,光学光电子,2026-04-28
73,603815,交建股份,,,4173201410.19,,,,130241795.21,,,2.45,,基础建设,2026-04-28
74,688523,航天环宇,0.117,458293800.0,508040300.0,-9.791841316525,60.191101031929,47597200.0,101566200.0,-53.136771878834,-123.1489828239,4.13,2.88,航天装备Ⅱ,2026-04-25
75,688455,科捷智能,0.19,2286860145.81,1393603611.09,64.0968872075,488.915400953975,30457856.52,-58626845.09,151.952064746522,506.3002968077,5.7,3.16,自动化设备,2026-04-25
76,688280,精进电动,0.25,2728676300.0,1304900600.0,109.109896953071,18.839189286009,150418500.0,-436413300.0,134.466983476443,40.5420816317,1.24,22.89,汽车零部件,2026-04-25
77,688221,前沿生物,-0.72,123386700.0,129472935.98,-4.700778532542,-55.262864767446,-268053000.0,-201382610.39,-33.106329032524,-73.3134055503,2.34,-26.61,化学制药,2026-04-25
78,688003,天准科技,0.3952,1789803456.66,1608741148.61,11.254906248059,113.877001662612,76128306.46,124690602.51,-38.946235780764,9447.239913706,10.39,3.93,自动化设备,2026-04-25
79,002807,江阴银行,0.8326,4124844500.0,3961937000.0,4.111814498817,14.742684936831,2049461000.0,2036811400.0,0.621049155558,78.3468482429,7.96,10.71,银行Ⅱ,2026-04-24
80,688466,金科环境,0.31,523436900.0,617105267.83,-15.178669298899,9.499067905472,37786200.0,66792883.25,-43.42780523702,-125.1085098277,9.43,3.33,环境治理,2026-04-23
81,603092,德力佳,,,3715339824.37,,,,533785548.78,,,13.79,,风电设备,2026-04-23
82,300720,海川智能,0.12,228010600.0,236429600.0,-3.560890852922,1.095072145268,23113700.0,47828600.0,-51.673893862668,-138.020384168,2.98,3.97,通用设备,2026-04-23
83,000603,盛达资源,0.76,2461443100.0,2013208400.0,22.264694504553,8.413982553148,525488300.0,390035400.0,34.72836055394,-19.6744967546,5.04,16.09,贵金属,2026-04-23
84,688378,奥来德,0.29,576893600.0,532816100.0,8.27255407635,73.882707205483,72296100.0,90432800.0,-20.055444484745,840.8906021812,6.92,4.22,光学光电子,2026-04-22
85,300748,金力永磁,,,6763289140.45,,,,291043035.96,,,5.5,,金属新材料,2026-04-22
86,300724,捷佳伟创,7.52,15471668900.0,18887205200.0,-18.083862931716,-50.02064450007,2617043700.0,2763592200.0,-5.302826516879,-108.2966371186,38.28,21.46,光伏设备,2026-04-21
87,002670,国盛证券,,,1747281773.15,,,,167413149.31,,,5.85,,证券Ⅱ,2026-04-21
88,600917,重庆燃气,,,10161857668.59,,,,382706288.95,,,3.71,,燃气Ⅱ,2026-04-20
89,688685,迈信林,0.12,459975713.14,476765441.67,-3.521590925548,-91.469616736087,17065070.91,45542946.83,-62.529717337573,-357.3460402185,5.41,2.25,航空装备Ⅱ,2026-04-18
90,688531,日联科技,1.07,1077927100.0,739495900.0,45.765121889114,23.183461135948,176041700.0,143304400.0,22.844588163378,21.9300062348,20.52,5.33,专用设备,2026-04-18
91,688201,ST信安,0.0599,541979200.0,500562900.0,8.273945192502,86.465302216026,18998500.0,-47817600.0,139.731186843338,557.1157829106,4.13,1.47,软件开发,2026-04-18
92,603766,隆鑫通用,,,16822240957.81,,,,1121271674.75,,,4.67,,摩托车及其他,2026-04-18
93,600267,海正药业,,,10340247008.47,,,,601182827.25,,,7.18,,化学制药,2026-04-16
94,002697,红旗连锁,,,10123248200.0,,,,521168800.0,,,3.52,,一般零售,2026-04-16
95,000966,长源电力,-0.019,13527749400.0,17391175400.0,-22.214864212111,-23.000429861277,-66166100.0,715222500.0,-109.251121154606,-265.3288761989,3.83,-0.49,电力,2026-04-16
96,600521,华海药业,0.18,8586225700.0,9547425400.0,-10.067632473986,15.049481923124,266943700.0,1118981200.0,-76.144040668422,-289.3156825669,6.31,2.87,化学制药,2026-04-15
97,002976,瑞玛精密,0.06,2109639900.0,1774337400.0,18.897335985817,34.886373170626,7900800.0,-25315500.0,131.209338152515,-600.6766105883,9.78,0.82,汽车零部件,2026-04-15
98,002538,ST司特,0.21,4662479200.0,4282555700.0,8.871419932728,37.872927878533,181392400.0,301897500.0,-39.915898607971,-56.5885706051,6.08,3.54,农化制品,2026-04-15
99,002521,齐峰新材,0.28,3355525700.0,3388348400.0,-0.968693183971,-2.948634882691,154785300.0,112321900.0,37.805094108985,33.4062678377,7.05,3.89,造纸,2026-04-15
100,002468,申通快递,0.92,55586000000.0,47169000000.0,17.844346922767,25.615779866366,1369000000.0,1040000000.0,31.634615384615,102.8469353072,7.15,13.32,物流,2026-04-15
101,002437,誉衡药业,0.1719,2135451500.0,2440732000.0,-12.507743578566,-16.806820585735,376905200.0,232759500.0,61.929029749591,21.7677900614,1.0276,18.0,化学制药,2026-04-15
102,002132,恒星科技,0.01,5137438700.0,5085431900.0,1.022662401595,-5.206725857622,18401300.0,13607500.0,35.229101598383,-41.0359684684,2.48,0.53,通用设备,2026-04-15
103,002101,广东鸿图,0.55,9198482500.0,8053221800.0,14.221149354163,6.849767888207,362279700.0,415190500.0,-12.743740523928,58.9339606247,11.99,4.6,汽车零部件,2026-04-15
104,000061,农产品,0.2064,6528350300.0,5756144500.0,13.415330348291,-22.059883239771,365202400.0,385673800.0,-5.307957138909,38.1633364444,4.28,5.27,一般零售,2026-04-15
105,605166,聚合顺,0.46,5523664445.89,7168215581.8,-22.94226669306,-13.453920188708,144844316.67,300304358.6,-51.767494369627,-81.8993570023,6.28,7.46,化学纤维,2026-04-14
106,600596,新安股份,0.1088,14700163700.0,14665388700.0,0.237122934219,-17.583410239761,146862500.0,51406900.0,185.686357278887,3178.1363670355,9.23,1.18,农化制品,2026-04-14
107,600111,北方稀土,0.6227,42563083200.0,32966314900.0,29.110831250356,7.405345347954,2251272100.0,1004276900.0,124.16846389676,16.3789871072,6.8217,9.56,小金属,2026-04-14
108,301179,泽宇智能,0.37,1199923300.0,1348092300.0,-10.99101300408,209.150120952763,149458300.0,218433600.0,-31.577239032823,298.2012764353,6.21,6.11,电网设备,2026-04-14
109,001217,华尔泰,-0.09,2071669600.0,1641061300.0,26.23962310244,6.13513678905,-29440700.0,87742700.0,-133.553446611513,-600.6134885657,6.16,-1.32,化学原料,2026-04-14
110,000792,盐湖股份,,,15134119500.89,,,,4663116528.38,,,6.6436,,农化制品,2026-04-14
111,000682,东方电子,0.6802,8377482900.0,7544804500.0,11.036447664085,60.440315564354,911992400.0,683908700.0,33.350021720736,116.4714606943,4.41,16.5,电网设备,2026-04-14
112,688709,成都华微,0.24,759987300.0,603889900.0,25.848652212928,48.919913231471,153605500.0,122169900.0,25.731051592905,238.4854042079,4.67,5.2,半导体,2026-04-13
113,301449,天溯计量,2.11,865855200.0,800116900.0,8.216086924298,-8.715566987157,103147800.0,111056800.0,-7.121581028807,-72.8335839864,11.69,18.03,专业服务,2026-04-13
114,301219,腾远钴业,3.77,8339950800.0,6542489400.0,27.473661630999,16.610604237121,1110798800.0,685229300.0,62.106144614657,27.4996303899,31.82,12.13,能源金属,2026-04-13
115,002558,巨人网络,0.9,5047387100.0,2922846400.0,72.687387883263,-1.597463969335,1669193800.0,1424901700.0,17.144487932045,-60.5527520081,10.35,11.84,游戏Ⅱ,2026-04-11
116,000626,远大控股,-0.51,74096524300.0,73160591100.0,1.279286000739,-51.328027175456,-135312900.0,-301758900.0,55.158605098309,-5477.3067591117,4.23,-11.38,物流,2026-04-11
117,000557,西部创业,0.2006,1329180700.0,1345322700.0,-1.199860821497,0.309062421403,292557400.0,263007700.0,11.235298434228,-1781.2312673627,4.34,4.7,铁路公路,2026-04-11
118,603893,瑞芯微,2.48,4402090888.24,3136370678.42,40.356205933465,15.076695517462,1039952125.0,594862210.27,74.822355000157,4.8079509422,10.41,25.79,半导体,2026-04-10
119,600030,中信证券,,,58119000000.0,,,,21704000000.0,,,21.59,,证券Ⅱ,2026-04-10
120,300407,凯发电气,0.22,2701323700.0,2212161100.0,22.11243114256,23.393017827195,70510700.0,93892400.0,-24.902654527949,-96.8264924771,6.09,3.79,电网设备,2026-04-10
121,002701,奥瑞金,0.4,24064710166.0,13672912690.0,76.00280724092,-13.595999528129,1013943357.0,790514655.0,28.263701449026,-135.991060663,3.8,10.8,包装印刷,2026-04-10
122,000657,中钨高新,0.58,17638510000.0,14779490000.0,19.344510534531,-0.472895859369,1280670000.0,991250000.0,29.197477931904,29.6322520552,4.27,13.32,小金属,2026-04-10
123,601677,明泰铝业,1.57,35137371500.0,32320871900.0,8.714181995814,4.390544067772,1976753500.0,1748479000.0,13.055604328105,23.3303043034,15.38,10.9,工业金属,2026-04-09
124,002971,和远气体,0.29,1664034900.0,1532992800.0,8.548122339518,1.314730008697,60392200.0,73172100.0,-17.465536727797,-68.4844331775,7.51,3.83,化学制品,2026-04-09
125,002376,新北洋,0.0949,2788414200.0,2376285400.0,17.343404963057,14.792287655433,75321100.0,48536300.0,55.185088274137,-39.7446750856,4.69,1.97,计算机设备,2026-04-09
126,000797,中国武夷,-0.287,7126378000.0,6788795000.0,4.972649785418,519.899764306088,-450840200.0,25031800.0,-1901.06983916458,-454.7089259318,3.01,-9.06,房地产开发,2026-04-09
127,605016,百龙创园,,,1151652269.49,,,,245598458.46,,,4.67,,化学制品,2026-04-08
128,600186,莲花控股,0.17,3452339800.0,2646440500.0,30.452197961753,10.585781161172,309119400.0,202582800.0,52.589163542018,-38.4254942004,1.09,16.35,调味发酵品Ⅱ,2026-04-08
129,301563,云汉芯城,1.87,3237655408.63,2577269899.86,25.623451731069,27.861681926436,98882046.18,88272786.59,12.018720604434,-36.7404518547,18.67,11.12,其他电子Ⅱ,2026-04-08
130,301265,华新科技,0.1892,862320800.0,641168100.0,34.492155801263,-31.7260339382,56764200.0,47243500.0,20.152401917724,-84.8492130137,6.89,2.75,环境治理,2026-04-08
131,300953,震裕科技,3.17,9775632400.0,7128692500.0,37.130790814725,24.975187531064,520405600.0,253949100.0,104.925160199426,-45.9292602821,25.45,13.17,电池,2026-04-08
132,300201,海伦哲,0.3127,1719922300.0,1591455000.0,8.072317470491,-11.765708056123,309039300.0,223640700.0,38.185625425068,43.0029956546,1.8224,18.44,工程机械,2026-04-08
133,002384,东山精密,0.75,40124858800.0,36770374300.0,9.122791279283,29.052231981712,1329129700.0,1085641800.0,22.428014470335,-77.2493998426,11.59,6.62,元件,2026-04-08
134,300475,香农芯创,1.18,35250892400.0,24271110500.0,45.238069761991,-4.581706685523,544157900.0,264072000.0,106.064217334666,-8.2803945849,7.69,16.9,其他电子Ⅱ,2026-04-07
135,600281,华阳新材,-0.0111,451359100.0,386874800.0,16.668002154702,-28.221767580756,-5703400.0,-186168000.0,96.936423015771,-463.1084414231,0.11,-9.7,小金属,2026-04-04
136,000812,陕西金叶,-0.2916,1395260600.0,1440039600.0,-3.109567264678,-3.854497720505,-224142100.0,42015600.0,-633.473519359476,-1699.4125932627,2.02,-13.22,包装印刷,2026-04-04
137,000729,燕京啤酒,0.596,15332979766.4,14667016921.5,4.540547327819,-61.019258128829,1679117088.59,1055678539.28,59.055718773558,-113.6808922884,5.4925,11.04,非白酒,2026-04-03
138,688420,美腾科技,-0.07,511703800.0,546394000.0,-6.348935017588,-11.276694096405,-5647900.0,40675300.0,-113.885330901063,-599.1862881749,16.1,-0.39,专用设备,2026-04-01
139,688070,纵横股份,0.12,620924500.0,474202600.0,30.94076245048,59.058969059709,10680000.0,-35791700.0,129.839320289341,84.5330765571,6.79,1.84,航空装备Ⅱ,2026-04-01
140,603906,龙蟠科技,-0.26,8937777000.0,7677046200.0,16.422081711583,41.247659854773,-172530100.0,-644968000.0,73.249820146116,-145.1277359815,4.13,-6.1,电池,2026-04-01
141,603809,豪能股份,0.3278,2689269200.0,2359809900.0,13.961264422189,23.79062791133,282502400.0,321838200.0,-12.222228436525,-79.2309706611,3.99,8.71,汽车零部件,2026-04-01
142,603290,斯达半导,1.69,4012396100.0,3390620700.0,18.338099569793,-2.962733842288,405136900.0,507666300.0,-20.196219445727,-78.1025741413,28.97,5.96,半导体,2026-04-01
143,601878,浙商证券,0.53,8840865555.59,6502821473.87,35.954302161221,201.131144297227,2412423938.67,1931881941.85,24.874294148628,-29.9604663464,8.11,6.67,证券Ⅱ,2026-04-01
144,600905,三峡能源,0.1283,28399000000.0,29717000000.0,-4.435171787193,8.772675722274,3669000000.0,6110000000.0,-39.950900163666,-229.3744953652,3.1,,电力,2026-04-01
145,301158,德石股份,0.78,721144100.0,667229300.0,8.080400545959,68.002204015119,116606900.0,99193700.0,17.554743900066,-58.6721640912,9.28,8.6,专用设备,2026-04-01
146,300839,博汇股份,-0.23,2815642900.0,2279495800.0,23.520424999248,11.17027234316,-58877000.0,-306816000.0,80.810322799333,207.7658503503,2.57,-11.2,炼化及贸易,2026-04-01
147,601933,永辉超市,-0.29,53507570600.0,67573824100.0,-20.816127675687,-11.311978497974,-2550068200.0,-1465455900.0,-74.011937172589,-292.1653570906,0.2,-80.98,一般零售,2026-03-31
148,002935,天奥电子,0.1531,980252100.0,964367700.0,1.647131068367,103.705892177651,64811800.0,64197300.0,0.957205365335,617.1212917583,3.82,4.03,军工电子Ⅱ,2026-03-31
149,000785,居然智家,-0.16,11347794500.0,12965913200.0,-12.479789699657,-19.342904758535,-998740800.0,769372400.0,-229.812402940371,-2100.0230954478,3.08,-5.07,一般零售,2026-03-31
150,603826,坤彩科技,-0.14,1258369800.0,969893400.0,29.743103726657,41.951029725917,-92895500.0,35143000.0,-364.335714082463,-1420.2789956691,2.74,-5.06,非金属材料Ⅱ,2026-03-28
151,600800,渤海化学,-0.58,3329941000.0,4783590900.0,-30.388257072736,-38.571121473139,-646342300.0,-632143000.0,-2.246216441533,69.6896360863,1.01,-44.9,炼化及贸易,2026-03-28
152,002810,山东赫达,0.44,1915348500.0,1956503500.0,-2.103497387048,2.94683630099,150415900.0,221634900.0,-32.133477173496,-57.637442303,6.3,7.21,化学制品,2026-03-28
153,002673,西部证券,0.39,5984624100.0,6712047100.0,-10.837572936579,6.7508973094,1753652700.0,1403260800.0,24.969834545368,11.2600930658,6.75,5.95,证券Ⅱ,2026-03-28
154,603966,法兰泰克,0.6035,2418622669.09,2129193384.58,13.593377032171,-17.529388640061,229312480.96,166953548.6,37.351067337541,19.4733207741,5.2032,12.46,专用设备,2026-03-27
155,600930,华电新能,0.18,38980000000.0,33968000000.0,14.755063589261,0.192898443983,7263000000.0,8831000000.0,-17.755633563583,-130.1655108637,3.28,,电力,2026-03-27
156,600189,泉阳泉,0.02,1257976900.0,1197907400.0,5.014536182012,-30.187872162993,15078800.0,6141200.0,145.535074578258,-896.2191533519,1.71,1.24,饮料乳品,2026-03-27
157,603757,大元泵业,0.85,1927928600.0,1908593200.0,1.013070779043,0.582308303627,144712500.0,255294700.0,-43.315509487663,-88.0588208349,11.31,8.03,通用设备,2026-03-26
158,000532,华金资本,0.47,494710500.0,485864800.0,1.820609354701,25.523477464469,163442600.0,156536700.0,4.411681094593,-10.9530328777,4.72,10.5,多元金融,2026-03-26
159,300497,富祥股份,-0.1,1184986600.0,1177846600.0,0.606190992953,63.200972743854,-53067700.0,-272100600.0,80.497029407506,117.3419788051,4.06,-2.43,化学制药,2026-03-24
160,600292,电投水电,0.12,12151993200.0,14450212500.0,-15.904397945705,730.387250768969,532212900.0,807217700.0,-34.068232151005,1069.4846959991,3.88,3.19,电力,2026-03-23
161,300531,优博讯,0.263,1539931400.0,1221190000.0,26.100885202139,-16.28872698966,85257800.0,-150465700.0,156.662614801912,-98.0631313633,4.38,6.21,计算机设备,2026-03-23
162,603270,金帝股份,0.67,2020467200.0,1355341700.0,49.074377332299,20.819863966434,147181300.0,99542600.0,47.857600665444,18.4862092035,10.31,6.63,通用设备,2026-03-21
163,601229,上海银行,1.65,54761000000.0,52986000000.0,3.34994149398,-1.276493715381,24193000000.0,23560000000.0,2.68675721562,26.2921828896,17.33,9.69,银行Ⅱ,2026-03-21
164,000096,广聚能源,0.217,1366291600.0,1977439100.0,-30.906008685678,-3.728150840518,114363700.0,96957000.0,17.95301009726,292.0490469986,5.4492,4.03,炼化及贸易,2026-03-21
165,688836,宇树科技,,1708208700.0,392770657.05,334.912504113703,38.019097034241,287562400.0,95474703.69,201.192241385421,32.670637833,,,自动化设备,2026-03-20
166,300468,四方精创,0.14,631067500.0,740375700.0,-14.763882715222,21.458635444995,74301300.0,67363600.0,10.29888545149,-67.6806428123,3.1,4.54,软件开发,2026-03-20
167,300190,维尔利,-0.44,1638568500.0,2047630400.0,-19.977330869868,-25.27143792264,-348124600.0,-736401900.0,52.726276235844,-893.6086889189,3.26,-13.4,环境治理,2026-03-20
168,688069,德林海,0.92,574237200.0,448370200.0,28.072115408205,52.0861259023,100387000.0,-86148800.0,216.527450179225,12.3327195514,11.93,7.89,环境治理,2026-03-18
169,603969,银龙股份,0.43,3204952203.21,3053659649.42,4.954466808989,-21.470666007196,365841059.55,236647681.0,54.593131022484,-8.4389221365,3.23,10.29,通用设备,2026-03-18
170,300126,锐奇股份,-0.16,490571600.0,437181000.0,12.212470349809,22.896738430898,-48008400.0,-19264400.0,-149.207865285189,-1046.7121118127,3.34,-4.64,通用设备,2026-03-18
171,601298,青岛港,0.81,18806320000.0,18941000000.0,-0.711050102951,-4.907446489813,5271510000.0,5234900000.0,0.699344782135,-18.4851209763,7.04,11.95,航运港口,2026-03-17
172,600309,万华化学,3.99,203234573800.0,182069119200.0,11.624955782178,10.660081016332,12527201100.0,13033066600.0,-3.881400406563,11.0511654987,34.6,12.44,化学制品,2026-03-17
173,003008,开普检测,0.85,232729000.0,221337800.0,5.146522645477,35.846295995056,88193400.0,85555400.0,3.083382229526,77.9247537438,10.21,8.22,专业服务,2026-03-17
174,600648,外高桥,0.69,5969650800.0,7239717000.0,-17.543036557921,0.458553375053,939368400.0,951434400.0,-1.268190429104,1126.2759444635,11.74,6.37,房地产开发,2026-03-14
175,600284,浦东建设,0.364,14454606400.0,18858511700.0,-23.352348107088,55.404041898931,353189300.0,593367000.0,-40.47709090664,689.6097452726,8.17,4.49,基础建设,2026-03-14
176,002378,章源钨业,0.24,5201710982.7,3673251745.88,41.61052229906,-10.524456420216,290270297.27,172028563.8,68.733779355077,33.4970556103,1.94,13.04,小金属,2026-03-14
177,600895,张江高科,0.61,4189190251.17,1983301113.34,111.223107928132,628.842051541625,985344146.37,982421581.11,0.297485857008,49.0421747155,,7.02,房地产开发,2026-03-13
178,600663,陆家嘴,0.243,18165363200.0,14650978500.0,23.987371901474,12.634332870271,1223393000.0,1508475000.0,-18.898689073402,-34.2384762673,4.99,4.89,房地产开发,2026-03-13
179,600639,浦东金桥,0.9646,5964911229.67,2724786282.83,118.912993920197,903.90736925886,1073513488.46,1001950138.86,7.142406275967,350.7191641861,13.5228,7.3,房地产开发,2026-03-13
180,300770,新媒股份,2.89,1628087900.0,1578761300.0,3.124386188083,-6.516258034714,659391700.0,657858900.0,0.232998291883,-11.136400629,15.66,17.44,电视广播Ⅱ,2026-03-13
181,300303,聚飞光电,0.22,3449317000.0,3053431300.0,12.965272871867,-6.927653691997,305781000.0,339617500.0,-9.963120275015,9.2055712698,2.687,8.12,光学光电子,2026-03-13
182,002938,鹏鼎控股,1.61,39147009400.0,35140384500.0,11.401767388174,17.284448340595,3737843500.0,3620351400.0,3.245323092118,13.260191915,14.73,11.42,元件,2026-03-13
