序号,股票代码,股票简称,每股收益,营业收入-营业收入,营业收入-去年同期,营业收入-同比增长,营业收入-季度环比增长,净利润-净利润,净利润-去年同期,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,所处行业,公告日期
1,603448,天博智能,,1383764900.0,,,-4.578540807549,266704800.0,,,-29.5805610519,,,汽车零部件,2026-08-18
2,301699,洛轴股份,,4501433600.0,,,6.915023193594,418720900.0,,,6.3465213335,,,通用设备,2026-08-18
3,601123,马矿股份,,1499390700.0,,,-8.566480686087,492259400.0,,,-13.8854953547,,,冶钢原料,2026-08-13
4,301697,贝特利,,2450584300.0,,,41.309074304542,79813000.0,,,15.1220830792,,,光伏设备,2026-08-11
5,688835,高凯技术,,412276200.0,,,34.970680462223,108988800.0,,,93.20858812,,,专用设备,2026-08-06
6,301688,格林生物,,820809200.0,,,0.000331892631,143398200.0,,,11.1779974676,,,化学制品,2026-08-06
7,301599,理奇智能,,1717935100.0,1258786500.0,36.475494454381,-4.387272665296,183220600.0,120019100.0,52.659535024009,-48.8001078841,,,自动化设备,2026-01-23
8,001365,天海电子,,10898430100.0,8694087000.0,25.354509334908,24.190051148008,536550400.0,495117500.0,8.368296414487,4.5108776058,,,汽车零部件,2026-01-23
9,001399,惠科股份,,29238038100.0,29342305800.0,-0.355349374077,10.104854162046,2964391200.0,2502687300.0,18.448325525926,-30.2056122115,,,光学光电子,2026-01-22
10,301669,高特电子,,893203800.0,600639300.0,48.708850719558,19.624458768634,91564900.0,55428700.0,65.19402403448,1.5954173246,,,其他电源设备Ⅱ,2026-01-15
11,001237,惠康科技,,2299405100.0,2733666200.0,-15.885666655278,6.217204293817,333684800.0,362064000.0,-7.838172256839,2.3437613463,,,通用设备,2026-01-15
12,603293,埃泰克,,2466189800.0,2356487600.0,4.655326851709,21.788376688655,173023900.0,148863300.0,16.230058046543,109.894753354,,,汽车零部件,2026-01-13
13,688785,恒运昌,,401313700.0,425969444.05,-5.788148514969,-40.162738992851,91576700.0,120076222.01,-23.734525897747,-35.2272979876,,,其他电源设备Ⅱ,2026-01-08
