序号,股票代码,股票简称,每股收益,营业收入-营业收入,营业收入-去年同期,营业收入-同比增长,营业收入-季度环比增长,净利润-净利润,净利润-去年同期,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,所处行业,公告日期
37,301175,中科环保,0.1113,811841700.0,737516313.25,10.07779562495,24.850543104318,163792100.0,138842998.51,17.969290319096,25.8637804628,,4.73,环境治理,2025-07-29
38,002287,奇正藏药,0.6143,1009833674.27,829806620.16,21.695061202969,76.591923786878,325685757.0,312267146.68,4.29715724586,134.1708997059,,8.48,中药Ⅱ,2025-07-29
39,000970,中科三环,-0.0595,3289295266.2,4304406808.98,-23.58307631756,-0.885884400647,-72337667.1,162640898.11,-144.476923049869,126.7392140072,,-1.1,金属新材料,2025-07-29
40,603338,浙江鼎力,1.63,3859455100.0,3098453192.02,24.560703706609,65.828975498397,824377000.0,831657106.89,-0.875373616084,72.7796068996,,9.03,工程机械,2025-07-28
41,600439,ST瑞贝卡,0.01,573845918.16,581503370.2,-1.316837086837,9.21428789586,8131103.46,13874500.63,-41.395343321989,-48.4049108905,,0.3,饰品,2025-07-28
42,601888,中国中免,1.5868,31264998400.0,35858486300.0,-12.810044075954,-33.760206521669,3282896500.0,3865590200.0,-15.073861166142,-57.6648320593,,5.97,旅游零售Ⅱ,2025-07-26
43,601665,齐鲁银行,0.46,6412222000.0,6076109000.0,5.531714457394,12.165054197493,2347397000.0,2006728000.0,16.976341586902,-0.6741288716,,6.33,银行Ⅱ,2025-07-26
44,600483,福能股份,0.46,6664880317.14,6373870856.7,4.565662953998,15.844617774312,1188386222.17,934881143.07,27.116289699408,25.7682851649,,5.4,电力,2025-07-26
45,600170,上海建工,0.06,145977000000.0,144369415484.54,1.113521523977,-4.679080515981,826000000.0,755907683.94,9.272602666857,84.4870619724,,1.82,房屋建设Ⅱ,2025-07-26
46,002233,塔牌集团,0.19,1976169887.68,2870894389.47,-31.165357564936,-1.051757977419,226215063.52,485748095.91,-53.429552184614,-48.030209171,,1.9,水泥,2025-07-26
47,002158,汉钟精机,0.8429,1834933350.11,1769067478.05,3.723197270723,44.840187985257,450724131.03,365550416.14,23.300128006797,107.9594884282,,11.62,通用设备,2025-07-26
48,601878,浙商证券,0.2,8000213703.21,8455670625.17,-5.386408034914,6.062345707829,784352341.09,911427235.74,-13.942406992789,-24.6955716011,,2.85,证券Ⅱ,2025-07-25
49,600644,乐山电力,0.0172,1592504300.0,1494195000.0,6.579415671984,-7.584280559429,9248700.0,13375900.0,-30.855493835929,378.5478062721,,0.51,电力,2025-07-25
50,002142,宁波银行,2.07,34437000000.0,32144000000.0,7.133524141364,-3.318293449083,13649000000.0,12947000000.0,5.422105507067,-5.3757307857,,7.37,银行Ⅱ,2025-07-25
51,002116,中国海诚,0.3,2726549539.43,2709654289.88,0.623520484259,20.035494062723,140304848.07,127402889.56,10.126896300828,53.9035202958,,5.91,专业工程,2025-07-25
52,000156,华数传媒,0.131,4345141800.0,4436361300.0,-2.056178336963,12.464806616647,242745000.0,361210700.0,-32.796841289585,17.801909028,,1.63,电视广播Ⅱ,2025-07-25
53,002801,微光股份,0.67,682255700.0,650901300.0,4.817074416659,16.201916485315,154878400.0,161401500.0,-4.041536169119,12.6665170834,,9.94,电机Ⅱ,2025-07-24
54,002032,苏泊尔,1.181,10964777968.45,9982616440.73,9.83871847177,3.870379229388,940593117.65,880618279.78,6.810537465221,0.3201707215,,15.45,小家电,2025-07-24
55,603031,安孚科技,0.52,2312588400.0,2204108350.22,4.921720375914,-22.402441122408,93146900.0,65257354.61,42.737781138505,-56.0287508224,,5.14,电池,2025-07-23
56,000550,江铃汽车,1.04,17920065801.0,15429372309.0,16.14254580238,24.708878926008,895480117.0,729387557.0,22.771509934053,-14.356293364,,8.29,商用车,2025-07-23
57,688778,厦钨新能,0.57,6382453700.0,8121442100.0,-21.412310505791,-6.521173836375,240206800.0,254665500.0,-5.677526009609,15.8411112169,,2.76,电池,2025-07-22
58,601128,常熟银行,0.52,5506000000.0,4914337000.0,12.039528424689,3.949417877393,1734000000.0,1450469000.0,19.547539451033,-17.9080214982,,6.64,银行Ⅱ,2025-07-22
59,000563,陕国投A,0.1342,1408304100.0,1255722000.0,12.150945830367,-2.936411109672,686189500.0,599320700.0,14.494543572415,-13.3310594565,,3.95,多元金融,2025-07-21
60,601952,苏垦农发,0.21,5056546900.0,5287868500.0,-4.374571720155,16.417274327712,294948400.0,281342500.0,4.83606280601,28.3704072972,,4.4,种植业,2025-07-19
61,601633,长城汽车,0.83,91428000000.0,69971117162.78,30.665342654603,13.320581688119,7058000000.0,1361287795.74,418.479635392841,19.2538443106,,10.07,乘用车,2025-07-19
62,603376,大明电子,,1165557300.0,899075827.86,29.639488003396,16.87490347634,116905100.0,67372285.48,73.521054194761,-19.3324400802,,,汽车零部件,2025-07-18
63,601958,金钼股份,0.467,6593254900.0,5510168300.0,19.656143715247,29.971082260534,1506914000.0,1492764400.0,0.947878982109,37.9824078492,,9.35,小金属,2025-07-18
64,600926,杭州银行,1.64,19340000000.0,18356000000.0,5.360645020702,-1.858229665778,9996000000.0,8326000000.0,20.057650732645,-5.2689211653,,9.74,银行Ⅱ,2025-07-18
65,600710,苏美达,0.44,55949261500.0,64504834400.0,-13.263459986497,35.520368161626,573480200.0,509118400.0,12.641813770628,14.4424924136,,8.03,贸易Ⅱ,2025-07-18
66,600549,厦门钨业,0.7186,17161676200.0,18730079300.0,-8.373713078727,7.524483792559,1016603100.0,791310500.0,28.470821504327,38.0173513115,,8.75,小金属,2025-07-18
67,600420,国药现代,0.5357,5960093922.86,6444526273.17,-7.516958264672,-9.179771242571,718477263.45,344942841.46,108.28878790729,16.8941147563,,5.64,化学制药,2025-07-18
68,600131,国网信通,0.25,3692889500.0,2825600100.0,30.69398957057,162.541299399317,298781800.0,249745600.0,19.634460026523,2268.7678272802,,3.96,IT服务Ⅱ,2025-07-18
69,600101,明星电力,0.1548,1339905800.0,1296219600.0,3.370277690601,-7.921069995572,84813900.0,101624300.0,-16.541712956448,-78.4927426689,,2.96,电力,2025-07-18
70,002039,黔源电力,0.3116,872548026.36,627184686.07,39.121385732083,134.524735266429,133213125.43,31964270.7,316.756342355717,952.0491628944,,3.45,电力,2025-07-18
71,688252,天德钰,0.25,842811500.0,502463500.0,67.735865391218,44.089010969165,100983800.0,46629100.0,116.568194539461,110.4725864218,,5.11,半导体,2025-07-17
72,603053,成都燃气,0.3082,2724314200.0,2707525018.79,0.62009329899,-39.155006346943,273958200.0,338594942.42,-19.089695185058,-60.0865468521,,6.0,燃气Ⅱ,2025-07-16
73,600995,南网储能,0.2,2911153200.0,2860879604.6,1.757277563137,19.758953235847,626222900.0,692602144.71,-9.584036840919,19.5191912595,,2.97,电力,2025-07-16
74,300824,北鼎股份,0.0979,322128400.0,321416478.87,0.221494906703,2.143340507653,31917600.0,37634482.58,-15.190543852563,-58.7349445006,,4.43,小家电,2025-07-16
75,600428,中远海特,0.34,7480381800.0,5966660573.04,25.369655411599,18.063245270212,729496700.0,643408993.34,13.379935243539,14.5253263588,,6.17,航运港口,2025-07-15
76,600325,华发股份,0.46,24891390000.0,31478469881.57,-20.9256673096,155.585661355938,1265380000.0,1926259409.27,-34.308951644288,162.59702168,,5.53,房地产开发,2025-07-15
77,600048,保利发展,0.62,139249180700.0,137026707900.0,1.621926728052,79.906304246299,7419875300.0,12222473400.0,-39.293176944038,133.6865184466,,3.69,房地产开发,2025-07-15
78,000728,国元证券,0.23,2398747600.0,3110841500.0,-22.890716225819,18.55375218298,1000169300.0,913917300.0,9.437615416625,16.1123318356,,2.84,证券Ⅱ,2025-07-15
79,605016,百龙创园,0.37,531348400.0,412756800.0,28.731592065836,10.763137413822,119562300.0,91099600.0,31.243496129511,23.3006136992,,7.63,化学制品,2025-07-14
80,600909,华安证券,0.15,1962167800.0,1905903700.0,2.95209563841,35.825057595409,714193300.0,657348000.0,8.647672161473,55.6337636292,,3.33,证券Ⅱ,2025-07-14
81,001395,亚联机械,1.25,442295900.0,329976000.0,34.03880888307,286.491565391237,81682800.0,55047500.0,48.386030246605,1485.5339957097,,13.95,专用设备,2025-07-14
82,601139,深圳燃气,0.26,13779770000.0,15222720000.0,-9.478923608921,0.797739934328,738130000.0,649560000.0,13.635383952214,67.7504681917,,5.0,燃气Ⅱ,2025-07-12
83,002911,佛燃能源,0.22,14124367671.37,11084029616.69,27.429898329593,29.332196698413,288709785.16,273810983.21,5.441272579841,159.5634159895,,6.53,燃气Ⅱ,2025-07-12
84,002028,思源电气,1.15,6166231351.38,5303238026.81,16.272950982159,32.027049896512,887142401.72,700535793.78,26.63769783027,44.2103507396,,8.17,电网设备,2025-07-12
85,600729,重百集团,1.63,8979863272.19,10153959410.31,-11.562939053389,-14.852793435378,711616493.24,901468013.74,-21.06026144093,-36.346506252,,10.15,一般零售,2025-07-11
86,301630,同宇新材,,476189100.0,,,16.375451591607,75116900.0,,,16.5575381461,,,电子化学品Ⅱ,2025-06-27
87,001388,信通电子,,404336700.0,363135807.02,11.345863498868,76.205026435614,47714800.0,39139857.92,21.908465016727,556.687013817,,,电网设备,2025-06-26
88,603400,华之杰,,,,,,74613600.0,,,-1.9249665377,,,通用设备,2025-05-30
89,301622,英思特,,483752700.0,422836700.0,14.406507287565,5.164314063436,55656800.0,80508600.0,-30.868503489068,83.8711281244,,,金属新材料,2024-09-23
90,603091,众鑫股份,,707516400.0,604606641.98,17.020944011297,9.067783479858,136669300.0,98633190.18,38.563195361101,16.6871341796,,,包装印刷,2024-08-29
91,301598,博科测试,,213942700.0,211102200.0,1.345556796661,113.34594038172,41034400.0,28845200.0,42.257290641077,279.4761215087,,,专用设备,2024-08-26
92,688605,先锋精科,,547606800.0,221667700.0,147.039510041382,52.975745780254,112242400.0,27096500.0,314.232096396214,39.9121262566,,,半导体,2024-08-23
93,600188,兖矿能源,1.02,72311580000.0,95230574000.0,-24.066844330897,-17.570643537219,7568315000.0,11072063000.0,-31.644942771731,1.3714667337,9.82,10.04,煤炭开采,2024-08-21
94,000812,陕西金叶,0.0822,695847200.0,586369900.0,18.670347846982,10.899105126489,63163100.0,45899600.0,37.611438879642,41.4346099097,2.41,3.47,包装印刷,2024-08-20
95,688583,思看科技,,150248100.0,119484600.0,25.746832646216,17.978400695573,52863900.0,47622200.0,11.006841347103,37.5868289616,,,通用设备,2024-08-16
96,601916,浙商银行,0.29,35279000000.0,33227000000.0,6.175700484546,-8.339218775466,7999000000.0,7743000000.0,3.306212062508,-64.721799425,6.04,4.825,银行Ⅱ,2024-08-15
97,688591,泰凌微,0.11,365577000.0,318796000.0,14.674274457647,26.398841645388,26984000.0,28613200.0,-5.69387555394,812.4493739971,9.7,1.16,半导体,2024-08-13
98,002422,科伦药业,1.15,11827102257.0,10798554310.0,9.524867102326,-9.835850022244,1800111225.0,1403732388.0,28.237493156708,-24.5827356912,13.93,8.32,化学制药,2024-08-13
99,002797,第一创业,0.1,1524138700.0,1445114100.0,5.468398654473,26.325627003083,399926700.0,315998500.0,26.55968303647,79.2841194958,3.66,2.64,证券Ⅱ,2024-08-10
100,688758,赛分科技,,152492700.0,134294378.58,13.551067149962,-1.381631181479,38786400.0,31062415.9,24.866012112084,-38.1003402594,,,化学制药,2024-08-09
101,600502,安徽建工,0.36,33461265000.0,37472553500.0,-10.704604104441,47.170295725114,612947800.0,655713200.0,-6.521967225915,-2.4124187137,5.87,4.8,基础建设,2024-08-09
102,600363,联创光电,0.5,1546787500.0,1659157700.0,-6.772725702927,15.401141702544,225988000.0,214854700.0,5.181780989664,15.2019951516,9.13,5.53,消费电子,2024-08-09
103,301633,港迪技术,,213987200.0,185639453.87,15.27032402813,132.710548482094,21931300.0,8765694.42,150.194667406624,4332.5378779385,,,自动化设备,2024-08-09
104,000670,盈方微,-0.0274,1844491804.62,1427730030.69,29.190516762373,-9.889013311776,-22402397.12,-28555145.19,21.54689821768,-483.7774088027,0.0353,-67.9,其他电子Ⅱ,2024-08-09
105,603207,小方制药,,261788700.0,259984044.71,0.694140785452,9.578598867912,118815900.0,117966542.01,0.71999905696,27.6043980048,,,化学制药,2024-08-07
106,001379,腾达科技,0.1998,857256500.0,921392900.0,-6.960809009924,8.054687764381,39956800.0,45373800.0,-11.938607742794,28.49282937,7.17,5.94,通用设备,2024-08-06
107,601138,工业富联,0.44,266091235000.0,206776498000.0,28.685434550691,24.19395028126,8739098000.0,7161029000.0,22.03690279707,8.8253342267,6.98,6.02,消费电子,2024-08-05
108,301585,蓝宇股份,,235715300.0,179829873.71,31.076831194423,22.89815941703,56082100.0,45329360.78,23.721356390149,23.0349282928,,,化学制品,2024-08-02
109,000537,绿发电力,0.24,1804657541.64,1917622167.7,-5.890869847186,10.767330037827,464787876.57,554753706.97,-16.217256283222,78.2229058244,9.22,2.6,电力,2024-07-31
110,600699,均胜电子,0.45,27079986295.28,27014364503.23,0.24291443925,3.953368249029,637865816.21,475508341.55,34.143980341285,8.1114823955,9.54,4.61,汽车零部件,2024-07-30
111,600660,福耀玻璃,1.34,18340000000.0,15031000000.0,22.014503359723,7.567858218607,3499000000.0,2836000000.0,23.377997179126,52.1210406701,12.12,10.9,汽车零部件,2024-07-30
112,600989,宝丰能源,0.45,16895021900.0,13089852100.0,29.069616455025,5.364109816562,3304123000.0,2256743700.0,46.411087798761,32.5316076125,5.46,8.19,化学原料,2024-07-27
113,600958,东方证券,0.24,8571000000.0,8695000000.0,-1.426106958022,37.388489450897,2111000000.0,1901000000.0,11.046817464492,38.2003199184,9.5,2.66,证券Ⅱ,2024-07-27
114,002410,广联达,0.1166,2958452221.27,3069307897.19,-3.611748303958,27.60415844989,191817572.49,248161935.39,-22.70467580431,2955.891452643,3.5368,3.23,软件开发,2024-07-27
115,002302,西部建设,-0.0143,9896936679.27,10804059383.64,-8.396128456528,44.651549388188,5628821.37,164958293.06,-96.587730592028,204.9249924335,7.26,-0.19,水泥,2024-07-27
116,001979,招商蛇口,0.11,51272627200.0,51442432800.0,-0.330088587879,15.907666136105,1417272200.0,2152800300.0,-34.166109137016,226.4007762296,10.68,0.99,房地产开发,2024-07-27
117,601788,光大证券,0.26,4200140000.0,6179410000.0,-32.03008054167,-9.448765595011,1390530000.0,2391950000.0,-41.866259746232,3.7595233287,12.46,2.06,证券Ⅱ,2024-07-26
118,601568,北元化工,0.03,4966073600.0,5285210000.0,-6.038291761349,27.553647450423,135703200.0,257210000.0,-47.240309474748,638.2017137744,2.91,1.14,化学原料,2024-07-26
119,301628,强达电路,,388649900.0,361655700.0,7.464060430957,13.940788085684,56479500.0,48670000.0,16.045818779536,16.0932975676,,,元件,2024-07-26
120,002338,奥普光电,0.14,364412107.55,354942230.63,2.668005129508,11.645666458419,34183618.65,52977889.62,-35.475688263175,-0.3261344839,5.42,2.74,军工电子Ⅱ,2024-07-26
121,301668,昊创瑞通,,437749700.0,329371741.4,32.904449586154,7.427349439152,54887200.0,44367995.14,23.708992995531,-27.3439048251,,,电网设备,2024-07-25
122,002749,国光股份,0.48,1042425500.0,953677000.0,9.305928527164,84.757837965647,217372900.0,168692700.0,28.857324590809,120.8157149873,4.4,12.38,农化制品,2024-07-25
123,002101,广东鸿图,0.26,3643418311.14,3268227946.11,11.479932587829,7.606980270234,173098733.02,170501412.76,1.523342368814,60.6945799605,11.36,2.26,汽车零部件,2024-07-25
124,000719,中原传媒,0.35,4529493700.0,4323376200.0,4.76751248249,38.85943318086,353581200.0,471671300.0,-25.036524376192,875.9004371383,10.6,3.25,出版,2024-07-24
125,601689,拓普集团,0.87,12226709835.02,9160451044.52,33.472792721646,14.948214165704,1451618624.71,1094024695.52,32.686092978919,24.9169716013,10.71,8.34,汽车零部件,2024-07-23
126,603518,锦泓集团,0.43,2077000000.0,2111000000.0,-1.610611084794,-19.838126583014,147000000.0,143000000.0,2.797202797203,-73.4064388093,9.95,4.24,服装家纺,2024-07-22
127,301233,盛帮股份,0.813,190529100.0,150494700.0,26.601867042494,15.382206894964,41847000.0,29068500.0,43.95995665411,19.2652034092,17.08,4.66,汽车零部件,2024-07-22
128,600917,重庆燃气,0.09,4971044100.0,4968366200.0,0.053899006076,-16.07915374985,148221800.0,166823400.0,-11.150474094162,488.1268616458,3.43,2.75,燃气Ⅱ,2024-07-20
129,600128,苏豪弘业,0.0763,3539088128.17,2569162429.68,37.752603233063,11.520903724339,18833765.49,13721909.61,37.253239711437,420.0724137312,8.53,0.89,贸易Ⅱ,2024-07-20
130,002270,华明装备,0.3521,1122337300.0,909492400.0,23.402603474202,48.731337821774,315583800.0,286854300.0,10.015363200064,48.6525582377,3.53,8.8,电网设备,2024-07-20
131,605555,德昌股份,0.55,1862343159.16,1342083037.9,38.765121573555,25.859109424604,206433321.09,171494208.6,20.373348333583,42.0344503358,7.52,7.28,小家电,2024-07-19
132,605167,利柏特,0.29,1798467400.0,1346594900.0,33.556676918946,73.135613035483,128811700.0,87359100.0,47.450809360444,130.146946028,3.82,7.63,专业工程,2024-07-19
133,603323,苏农银行,0.63,2264000000.0,2096000000.0,8.015267175573,6.627975639073,1121000000.0,968000000.0,15.805785123967,70.6395882222,8.9,6.97,银行Ⅱ,2024-07-19
134,002540,亚太科技,0.1959,3575928813.49,3020189094.64,18.400825293896,10.5335378456,244872771.08,229151945.0,6.860437549417,0.3539972965,4.41,4.29,工业金属,2024-07-19
135,002315,焦点科技,0.74,793734700.0,739036900.0,7.401227191768,6.56937881324,233561200.0,189723700.0,23.105969364924,104.407259255,7.59,9.58,互联网电商,2024-07-19
136,002186,全聚德,0.0956,686959000.0,667946000.0,2.846487590314,-8.0834374667,29339600.0,27916700.0,5.096949137971,-8.3272005857,2.7175,3.58,酒店餐饮,2024-07-19
137,601528,瑞丰银行,0.43,2174000000.0,1892000000.0,14.904862579281,6.139818551446,843000000.0,730000000.0,15.479452054795,11.9720186877,8.87,9.84,银行Ⅱ,2024-07-18
138,002380,科远智慧,0.4597,805114400.0,692654900.0,16.236007281548,19.33998290533,110333400.0,43514900.0,153.553150759855,57.7845071238,8.69,5.6,IT服务Ⅱ,2024-07-18
139,000928,中钢国际,0.2908,9073426500.0,10693813500.0,-15.152564611305,-14.879140061124,417235000.0,342814900.0,21.708537172684,-5.8188490448,5.55,5.13,专业工程,2024-07-17
140,603100,川仪股份,0.92,3740000000.0,3593725600.0,4.070271809289,38.598569871412,360000000.0,352947000.0,1.998317027769,42.636666316,10.22,8.81,通用设备,2024-07-16
141,301592,六九一二,,112311000.0,67940400.0,65.308123001925,119.32312938284,2692800.0,-4050500.0,166.480681397358,314.1759852617,,,军工电子Ⅱ,2024-07-15
142,301339,通行宝,0.2611,328285800.0,277795200.0,18.175476034143,14.582316805861,106273900.0,98389800.0,8.013127377025,35.9419276999,6.3865,4.01,计算机设备,2024-07-15
143,300681,英搏尔,0.14,1023434400.0,720421500.0,42.060502081073,15.984839241038,34715400.0,-29300800.0,218.479358925354,210.1289892732,7.43,1.88,汽车零部件,2024-07-15
144,603866,桃李面包,0.1811,3020888800.0,3206519900.0,-5.789176608572,15.777414030276,289754200.0,291685400.0,-0.662083189628,51.4552405511,3.1831,5.64,休闲食品,2024-07-13
145,603355,莱克电气,1.05,4749770900.0,4112665800.0,15.491292776573,5.392821972683,602698900.0,594651700.0,1.353262758687,21.6136546133,8.67,12.87,小家电,2024-07-13
146,600674,川投能源,0.4771,603472049.67,547434395.24,10.236414612829,34.052272822578,2302326588.69,2097819545.46,9.748552666152,-19.1314134195,8.17,5.68,电力,2024-07-13
147,601965,中国汽研,0.41,2000497500.0,1661764400.0,20.383942513151,26.843786310439,401202200.0,343251100.0,16.883004890589,39.4552545161,6.62,6.07,专业服务,2024-07-11
148,002066,瑞泰科技,0.1638,2242376700.0,2236131000.0,0.279308323171,-2.663502036533,37839100.0,32293600.0,17.172133178091,-31.2314121108,,5.49,装修建材,2024-07-11
149,603060,国检集团,0.0326,1040893575.77,1004521189.95,3.620867950213,26.971126512216,26236903.42,28106552.09,-6.652002935163,295.9854001239,2.29,1.35,专业服务,2024-07-10
150,601678,滨化股份,0.05,4557398100.0,3426035800.0,33.022489140365,33.911673943818,105325000.0,149888200.0,-29.730959475129,157.3936790104,5.51,0.92,化学原料,2024-07-10
151,000915,华特达因,1.42,1154413477.2,1153217104.5,0.103742191764,1.890993043685,331871287.24,321841708.9,3.116307819232,-3.2016851749,12.14,10.81,化学制药,2024-07-10
152,300962,中金辐照,0.245,178794328.16,169572967.0,5.437990101335,13.814023182408,64682464.32,63991344.39,1.080020956878,16.790100844,3.4253,6.91,专业服务,2024-07-04
153,603030,全筑股份,-0.01,434592584.77,534920765.04,-18.755708663226,17.611882200102,-9862313.23,30726393.09,-132.097204514414,162.6881587422,0.78,-0.13,装修装饰Ⅱ,2024-07-03
