序号,股票代码,股票简称,每股收益,营业收入-营业收入,营业收入-去年同期,营业收入-同比增长,营业收入-季度环比增长,净利润-净利润,净利润-去年同期,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,所处行业,公告日期
34,601377,兴业证券,0.035,2376916700.0,4169261458.99,-42.989502496305,-565.911634148026,328205000.0,828387817.96,-60.380272031493,-526.9898185821,,0.56,证券Ⅱ,2025-04-08
35,601077,渝农商行,0.31,7128000000.0,7339216000.0,-2.877909575083,-443.904831631952,3524000000.0,3951350000.0,-10.815290976502,-878.783960651,,3.0025,银行Ⅱ,2025-04-08
36,600428,中远海特,0.158,3430372600.0,2995308699.13,14.524843499315,-379.000077139071,340051600.0,388808132.13,-12.539998035252,-585.4881707125,,2.9,航运港口,2025-04-08
37,603262,技源集团,,227295500.0,,,,38995600.0,,,,,,食品加工,2025-04-04
38,603210,泰鸿万立,,368013800.0,,,-352.654748355838,37711400.0,,,-340.7081688164,,,汽车零部件,2025-04-03
39,603257,中国瑞林,,376841500.0,,,,8513600.0,,,,,,工程咨询服务Ⅱ,2025-04-01
40,301491,汉桑科技,,289129400.0,,,,41126600.0,,,,,,消费电子,2025-03-29
41,603120,肯特催化,,134953900.0,155616000.0,-13.277619267942,,14596400.0,15165900.0,-3.75513487495,,,,化学制品,2025-03-27
42,688757,胜科纳米,,86761900.0,,,-372.893357179445,8587000.0,,,-391.3502064034,,,专业服务,2025-03-24
43,001382,新亚电缆,,573515200.0,,,-409.292530527502,29273700.0,,,-462.6270220978,,,电网设备,2025-03-17
44,603124,江南新材,,1804783200.0,,,-366.747965902693,32962200.0,,,-413.4782205253,,,金属新材料,2025-03-14
45,301658,首航新能,,719824900.0,,,-519.069550549627,49047500.0,,,-310.5140833009,,,光伏设备,2025-03-14
46,301563,云汉芯城,,565785700.0,701768300.0,-19.37713629983,,11510700.0,20555500.0,-44.001848653645,,,,其他电子Ⅱ,2025-03-14
47,301616,浙江华业,,175545800.0,,,-399.957366986254,12980200.0,,,-392.6726106255,,,通用设备,2025-03-13
48,301678,新恒汇,,192948300.0,,,,52501700.0,,,,,,半导体,2025-03-11
49,603382,海阳科技,,1281061500.0,,,-322.420652903562,23233800.0,,,-261.6318898581,,,化学纤维,2025-03-07
50,301629,矽电股份,,92837900.0,,,-336.069054534397,14006500.0,,,-370.6978091981,,,半导体,2025-03-07
51,603271,永杰新材,,1668653700.0,,,-359.934239893804,66567800.0,,,-305.9758082536,,,工业金属,2025-03-06
52,301535,浙江华远,,135613500.0,,,-337.872960024617,23304600.0,,,-347.8489683783,,,汽车零部件,2025-03-06
53,301501,恒鑫生活,,337457100.0,,,-394.625511626106,,,,,,,家居用品,2025-02-27
54,688755,汉邦科技,,137835400.0,,,,5729800.0,,,,,,专用设备,2025-02-24
55,301479,弘景光电,,197427500.0,,,-416.746899829608,30976100.0,,,-422.8536871794,,,光学光电子,2025-02-21
56,301275,汉朔科技,,974113600.0,923792900.0,5.44718410371,-409.655957590687,168912900.0,136290300.0,23.936112841486,-348.4221779408,,,其他电子Ⅱ,2025-02-20
57,301557,常友科技,,166587900.0,132228200.0,25.985152940144,-363.056251789491,9182100.0,7125000.0,28.871578947368,-342.7501420423,,,风电设备,2025-02-14
58,603409,汇通控股,,195483500.0,,,-319.174620997655,36168800.0,,,-365.0249707982,,,汽车零部件,2025-02-13
59,301173,毓恬冠佳,,518313600.0,,,-336.203780231688,51058200.0,,,-254.8294787364,,,汽车零部件,2025-02-12
60,001400,江顺科技,,275249000.0,218895300.0,25.744591135579,-374.868543399801,31609800.0,33152700.0,-4.65391959026,-385.6430421134,,,专用设备,2024-09-26
61,001390,古麒绒材,,162967300.0,95255300.0,71.08475853837,-389.569706516458,34158500.0,15708300.0,117.455103353004,-349.2973536223,,,纺织制造,2024-09-26
62,301607,富特科技,,259843900.0,,,-458.774874607705,19977600.0,,,-8869.6663346821,,,汽车零部件,2024-08-16
63,301581,黄山谷捷,,140142500.0,155413900.0,-9.826276800209,-409.73185319171,26127800.0,28535200.0,-8.436597605764,-373.3963975023,,,汽车零部件,2024-08-02
64,688583,思看科技,,68928000.0,56329200.0,22.366374810933,-331.433131630134,22250300.0,15512400.0,43.435574121348,-319.0607550161,,,通用设备,2024-07-26
65,301628,强达电路,,181662400.0,179918100.0,0.969496676543,-390.761015267151,26136600.0,22357800.0,16.901484045836,-366.958616347,,,元件,2024-07-26
66,301631,壹连科技,,781678900.0,591047200.0,32.253210911074,-325.166839489944,60244600.0,55799200.0,7.966780885747,-340.974009376,,,汽车零部件,2024-07-22
67,301592,六九一二,,35171600.0,16881600.0,108.342811107952,-223.0556778566,-2358500.0,-5224300.0,54.855195911414,-205.0508135202,,,军工电子Ⅱ,2024-07-15
68,301606,绿联科技,,1284435200.0,1010867161.34,27.062709040559,-342.44682708331,100958300.0,92443818.07,9.210439494778,-307.7051925085,,,消费电子,2024-07-05
69,301556,托普云农,,66310300.0,52600300.0,26.064490126482,-350.16092295706,4638400.0,4397800.0,5.47091727682,-328.4458811317,,,IT服务Ⅱ,2024-07-02
70,001221,悍高集团,,493974900.0,349288300.0,41.423259811451,-344.520988214556,80200500.0,43450400.0,84.579428497781,-296.1187158925,,,家居用品,2024-06-30
71,301688,格林生物,,238088200.0,157622900.0,51.049244748066,,40476600.0,18114200.0,123.452319175012,,,,化学制品,2024-06-29
72,301687,新广益,,128331700.0,76475200.0,67.80825679436,-373.288221589229,29051900.0,13228500.0,119.615980647844,-336.8890548012,,,塑料,2024-06-29
73,301609,山大电力,,99125700.0,89019800.0,11.352418226058,-366.260900119599,14938900.0,14296500.0,4.493407477355,-436.3632068692,,,电网设备,2024-06-29
74,301613,新铝时代,,370715500.0,484353500.0,-23.461789787831,-454.802713125339,43629200.0,42900200.0,1.69929277719,-511.0242947145,,,汽车零部件,2024-06-17
75,301522,上大股份,,619580900.0,452397800.0,36.9548879327,-370.225757781236,37075000.0,29063900.0,27.563747466789,-451.9218330274,,,金属新材料,2024-06-11
76,688449,联芸科技,,216803500.0,78938500.0,174.648618861519,-334.869994420256,10220300.0,-47089700.0,121.703897030561,-178.963243388,,,半导体,2024-06-03
77,301600,慧翰股份,,185099700.0,142616200.0,29.788691607265,-341.26437712041,33135700.0,24807300.0,33.572375873231,-374.6618173009,,,计算机设备,2024-05-28
78,301571,国科天成,,105600900.0,83297700.0,26.775289113625,-327.970557201569,10761600.0,8212800.0,31.034482758621,-326.0834497631,,,军工电子Ⅱ,2024-05-27
79,688692,达梦数据,,165884900.0,130837084.29,26.787371409406,-280.721877703426,55651800.0,33554485.54,65.855023864568,-235.1802540912,,,软件开发,2024-05-23
80,301551,无线传媒,,151756700.0,165377900.0,-8.236408855113,-422.375319061454,55617900.0,73575000.0,-24.406523955148,-458.0785365889,,,电视广播Ⅱ,2024-05-20
81,603205,健尔康,,211887800.0,210880300.0,0.477759183764,-355.014027301735,24956200.0,24115400.0,3.4865687486,-345.5755176995,,,医疗器械,2024-05-13
82,001386,马可波罗,,1312575400.0,1562690500.0,-16.005415019801,-427.011349354972,196739200.0,234283900.0,-16.025300927635,-958.5699490947,,,家居用品,2024-05-10
83,688530,欧莱新材,,111416100.0,105725225.58,5.382702556349,-494.385323728587,10601300.0,10352779.9,2.400515633487,-781.21580379,,,半导体,2024-05-06
84,688710,益诺思,,296008700.0,252731700.0,17.123692833151,-409.884650539713,56879800.0,65837400.0,-13.605640562963,-1092.0474394599,,,医疗服务,2024-04-26
85,002692,远程股份,0.023,810114300.0,581626500.0,39.284282954783,-356.469033284896,16505200.0,5497600.0,200.225552968568,-281.0639168614,1.58,1.46,电网设备,2024-04-20
86,301611,珂玛科技,,161196900.0,113599741.07,41.899003009761,-350.082736367415,49667700.0,14346394.62,246.203358513221,-230.0353557547,,,半导体,2024-04-17
87,000928,中钢国际,0.1502,4904319500.0,5109464500.0,-4.015000006361,-332.94681077723,215424900.0,208083600.0,3.528053147869,-302.0143799095,5.66,2.69,专业工程,2024-04-17
88,000563,陕国投A,0.0719,717332100.0,603817500.0,18.799488255971,-334.039282857599,367597000.0,334076400.0,10.033812624897,-385.6015951726,3.41,2.13,多元金融,2024-04-15
89,601888,中国中免,1.1158,18807168700.0,20769431400.0,-9.447840252382,-391.759942668293,2308338400.0,2300772300.0,0.328850447304,-392.2370113768,27.1425,4.2,旅游零售Ⅱ,2024-04-09
90,300962,中金辐照,0.113,83621422.72,80334442.58,4.091620025529,-403.551799577448,29836447.36,29302851.57,1.820968818428,-776.1936719833,3.5833,3.2,专业服务,2024-04-08
