序号,股票代码,股票简称,每股收益,营业收入-营业收入,营业收入-去年同期,营业收入-同比增长,营业收入-季度环比增长,净利润-净利润,净利润-去年同期,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,所处行业,公告日期
1,600007,中国国贸,0.63,1889650000.0,1965290000.0,-3.848795852012,-1.109756092568,632370000.0,687540000.0,-8.024260406667,3.0101802621,,6.59,房地产开发,2026-08-22
2,000028,国药一致,1.09,36796598400.0,37785980600.0,-2.618384343319,1.145540290189,665907300.0,743487200.0,-10.434597932554,3.0214516157,,3.7,医药商业,2026-08-18
3,603019,中科曙光,0.5,5849961017.34,5712059095.8,2.414224349349,26.196182964668,728660816.53,563158665.42,29.38819222227,190.7597607284,,3.52,计算机设备,2026-08-14
4,600000,浦发银行,0.99,90559000000.0,88248000000.0,2.618756232436,-2.798223073908,29737000000.0,26988000000.0,10.186008596413,-31.0205705194,,4.33,银行Ⅱ,2026-08-13
5,300857,协创数据,0.9,4943984300.0,3578049800.0,38.175390962977,37.998155004417,432055000.0,357780200.0,20.759896718712,55.3357629416,,12.51,消费电子,2026-08-13
6,603163,圣晖集成,0.62,1295033134.93,931391035.29,39.042903126803,25.405209419539,62464316.7,56978493.77,9.627883376742,15.7563512575,,5.6,专业工程,2026-08-08
7,603043,广州酒家,0.0687,1991470100.0,1911886300.0,4.16258017017,-9.632661808738,39100700.0,58453400.0,-33.107911601378,-123.347337624,,1.03,休闲食品,2026-08-08
8,301329,信音电子,0.19,438133500.0,392508200.0,11.624037408645,23.078739823525,33094800.0,37178400.0,-10.983797043445,39.6572934594,,2.09,消费电子,2026-08-07
9,688252,天德钰,0.38,1208151900.0,842811500.0,43.347818581023,17.971681565817,152374200.0,100983800.0,50.889746672239,15.9250263402,,6.78,半导体,2026-08-06
10,688235,百济神州,0.32,17518269000.0,11996406000.0,46.029310778578,17.675844664489,449784000.0,-2877389000.0,115.631671630079,675.9467953398,,1.76,化学制药,2026-08-06
11,603680,今创集团,0.47,2511524468.7,1961555120.45,28.037414932486,31.181295871909,367494713.91,147419434.72,149.285119433539,45.9876247091,,6.69,轨交设备Ⅱ,2026-08-05
12,600919,江苏银行,1.03,44864000000.0,41624957000.0,7.781492723224,1.146621827134,20238000000.0,18730854000.0,8.04632826672,6.9324518612,,7.82,银行Ⅱ,2026-08-05
13,600979,广安爱众,0.0616,1438847878.15,1443486142.67,-0.321323799577,-6.694193535426,77693741.88,120773028.8,-35.669625369203,145.196244297,,1.67,电力,2026-08-01
14,002797,第一创业,0.12,1831947800.0,1524138652.4,20.19561324787,77.2278369269,485531400.0,399926694.89,21.405099035348,211.460318207,,2.89,证券Ⅱ,2026-08-01
15,002420,毅昌科技,0.0869,1391038400.0,1199206425.43,15.996576611171,-6.144740515686,34424700.0,70389680.6,-51.094109666979,-42.7442636439,,6.07,综合Ⅱ,2026-07-31
16,002140,东华科技,0.3395,4783647100.0,4377131366.47,9.287263723543,30.888320283223,240233500.0,209563522.56,14.635169835542,-0.9097660302,,5.37,专业工程,2026-07-31
17,002158,汉钟精机,0.4813,1488837600.0,1834933350.11,-18.861488897635,45.522424883529,257359800.0,450724131.03,-42.900816201725,18.6570615273,,5.99,通用设备,2026-07-30
18,601231,环旭电子,0.29,27213701293.6,27385610393.61,-0.627735140971,-0.612281622242,638048458.19,784403787.3,-18.658161967036,-9.5148092577,,3.48,消费电子,2026-07-29
19,301175,中科环保,0.13,848199600.0,811841700.0,4.478446968171,5.919873044509,196264000.0,163792100.0,19.825070928329,52.6757101042,,5.37,环境治理,2026-07-29
20,002233,塔牌集团,0.37,2056248000.0,1976169887.68,4.052187659534,23.594280181946,435396900.0,226215063.52,92.470339165325,63.786005364,,3.63,水泥,2026-07-29
21,000156,华数传媒,0.1371,4435205400.0,4345141800.0,2.07274248219,9.294592781602,253986800.0,242745000.0,4.631114956024,-5.4894474748,,1.69,电视广播Ⅱ,2026-07-28
22,600958,东方证券,0.4,8001000000.0,5761431054.71,38.871747731133,5.960378745926,3463000000.0,2111371071.52,64.01664523645,41.2142752069,,4.27,证券Ⅱ,2026-07-25
23,601958,金钼股份,0.428,6958959000.0,6593254900.0,5.546639793951,12.010086999745,1382273700.0,1506914000.0,-8.271228484174,3.8900069398,,7.79,小金属,2026-07-24
24,600995,南网储能,0.26,3300535300.0,2911153200.0,13.375527608784,12.014032083679,832444300.0,626222900.0,32.930989907907,22.5834118038,,3.83,电力,2026-07-24
25,600048,保利发展,0.27,116856717200.0,139249180700.0,-16.080858348634,15.317601992245,3158259600.0,7419875300.0,-57.43513910537,-51.9101234186,,1.58,房地产开发,2026-07-24
26,601965,中国汽研,0.41,1910861800.0,2040732696.06,-6.363934694178,15.116524275717,408597300.0,401493813.84,1.769264161771,37.2336397511,,5.69,专业服务,2026-07-23
27,600980,北矿科技,0.287,552426550.84,478265875.06,15.506160829622,35.445103928562,54311859.77,49109062.39,10.594373272049,61.6417399178,,3.85,专用设备,2026-07-23
28,301683,慧谷新材,2.26,496007000.0,,,7.729777729486,107073500.0,,,-11.1814412201,,10.08,化学制品,2026-07-23
29,002032,苏泊尔,1.18,11477500800.0,10964777968.45,4.676089502453,-1.646897998596,939913800.0,940593117.65,-0.072222264575,-10.8269168442,,15.3,小家电,2026-07-23
30,600644,乐山电力,0.014,1623391400.0,1592504300.0,1.939530084785,-6.895500170459,7903100.0,9248700.0,-14.549071761437,856.4854970707,,0.4,电力,2026-07-22
31,600101,明星电力,0.1346,1523842600.0,1339905800.0,13.727591894893,-3.874138277909,73723900.0,84813900.0,-13.07568688623,-98.6903325726,,2.43,电力,2026-07-22
32,000550,江铃汽车,0.85,18092386200.0,17920065801.0,0.96160583847,27.079376298392,732728000.0,895480117.0,-18.174844299753,39.4552999121,,6.3,商用车,2026-07-22
33,605020,永和股份,0.67,2445479200.0,2175974510.57,12.385470883085,14.967592363251,271364000.0,112681091.22,140.824788846059,78.6364053881,,9.15,化学制品,2026-07-21
34,603980,吉华集团,0.005,709352800.0,766963227.71,-7.511498026054,8.42394386634,3456700.0,100074304.34,-96.545866571047,216.6424705052,,0.09,化学制品,2026-07-21
35,603099,长白山,-0.0075,235476600.0,254413152.62,-7.443228632241,-17.214995050212,-2051300.0,21032959.06,-109.752788440981,-246.6767703872,,-0.18,旅游及景区,2026-07-21
